0.077,0.0,2.843
1.434,0.543,0.0
0.022,0.16,0.21
1.174,0.488,0.0
0.882,0.061,1.487
1.594,1.528,0.0
1.694,1.118,0.0
1.389,0.527,0.0
1.307,0.02,2.238
0.0,0.28,0.082
0.624,0.475,0.0
1.061,0.479,0.0
1.296,0.021,2.26
1.501,3.099,0.0
1.674,0.757,0.0
1.334,2.58,0.0
1.523,1.75,0.0
1.696,0.82,0.0
0.812,0.0,2.624
1.583,0.631,0.0
1.251,0.029,2.01
1.689,0.793,0.0
0.006,0.0,2.933
0.009,0.0,2.985
1.237,0.01,2.394
1.42,0.535,0.0
1.527,1.764,0.0
1.373,0.522,0.0
0.487,0.47,0.0
1.38,2.954,0.0
0.082,0.0,2.837
0.39,0.0,2.75
0.391,0.095,0.911
0.22,0.463,0.0
0.261,0.456,0.0
0.686,0.0,2.665
1.848,3.198,0.0
0.569,0.471,0.0
0.032,0.14,0.243
1.327,2.802,0.0
0.811,0.0,2.624
0.013,0.0,2.953
0.991,0.0,2.56
0.0,0.298,0.057
0.172,0.465,0.0
0.353,0.0,2.764
1.66,3.168,0.0
1.358,2.413,0.0
1.135,0.483,0.0
0.003,0.251,0.101
